발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2022,2022-04-12 00:00,야,화,1,0,0,0,0,서울,구로구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,945290,1943138,126.88115888,37.48586538
2022,2022-04-12 05:00,야,화,1,0,0,0,0,전북,전주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,965068,1756636,127.1133641,35.8055555
2022,2022-04-12 07:00,주,화,1,0,0,0,0,경북,김천시,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,화물차,건설기계,1049857,1781834,128.05340383,36.03208702
2022,2022-04-12 08:00,주,화,1,4,0,4,0,전남,광양시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,특수차,승용차,1014224,1662702,127.65579905,34.95908659
2022,2022-04-12 15:00,주,화,1,0,0,0,0,전남,광양시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,1013673,1683133,127.65010052,35.14332735
2022,2022-04-12 20:00,야,화,1,0,0,0,0,경기,의정부시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961351,1969029,127.061456,37.72003919
2022,2022-04-12 22:00,야,화,1,0,0,0,0,부산,북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1136325,1690333,128.99752405,35.19908291
2022,2022-04-12 22:00,야,화,1,0,0,0,0,경북,군위군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,사륜오토바이(ATV),1096119,1807009,128.56992032,36.25554961
2022,2022-04-13 04:00,야,수,1,1,0,1,0,광주,광산구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,937174,1688028,126.80995232,35.18559367
2022,2022-04-13 06:00,주,수,1,0,0,0,0,경남,창원시(통합),차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,1102475,1696803,128.62656395,35.26143979
2022,2022-04-13 11:00,주,수,1,0,0,0,0,인천,부평구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,이륜차,보행자,933051,1943204,126.74272395,37.48565403
2022,2022-04-13 12:00,주,수,1,2,1,1,0,전남,영암군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,914193,1636131,126.56290773,34.71597378
2022,2022-04-13 18:00,야,수,1,0,0,0,0,부산,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1132903,1691816,128.96018387,35.21290996
2022,2022-04-13 19:00,야,수,1,0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1021267,1986649,127.74183271,37.87941916
2022,2022-04-13 19:00,야,수,1,0,0,0,0,대구,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,1099814,1764840,128.60571079,35.87505681
2022,2022-04-13 20:00,야,수,1,0,0,0,0,충남,공주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,966337,1829312,127.12429922,36.46081398
2022,2022-04-14 08:00,주,목,1,0,0,0,0,전남,영암군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,원동기장치자전거,승용차,918417,1653128,126.60738259,34.8695759
2022,2022-04-14 12:00,주,목,1,0,0,0,0,세종,세종시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,976536,1833181,127.23800794,36.49599753
2022,2022-04-14 13:00,주,목,1,6,1,4,1,경기,안성시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,974627,1888229,127.21486292,36.99219044
2022,2022-04-14 14:00,주,목,1,0,0,0,0,서울,마포구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,951188,1949108,126.94747337,37.54000494
2022,2022-04-14 14:00,주,목,1,0,0,0,0,서울,서초구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,건설기계,보행자,956823,1945623,127.01146127,37.50887481
2022,2022-04-14 16:00,주,목,1,0,0,0,0,전남,순천시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,1000270,1660443,127.50295665,34.93881591
2022,2022-04-14 22:00,야,목,1,5,0,4,1,경기,고양시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,943865,1956670,126.86400578,37.6077443
2022,2022-04-15 05:00,야,금,1,1,1,0,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,959902,1893410,127.04911405,37.03837983
2022,2022-04-15 07:00,주,금,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,951989,1786857,126.96678024,36.07746454
2022,2022-04-15 20:00,야,금,1,0,0,0,0,제주,제주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,940243,1503375,126.85651143,33.52061423
2022,2022-04-16 04:00,야,토,1,0,0,0,0,부산,해운대구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1151958,1686992,129.16857458,35.16672424
2022,2022-04-16 06:00,주,토,1,2,2,0,0,서울,영등포구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,건설기계,화물차,945506,1950425,126.88306148,37.55155672
2022,2022-04-16 09:00,주,토,1,0,0,0,0,경기,남양주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,971083,1954065,127.17247442,37.58552344
2022,2022-04-16 23:00,야,토,1,0,0,0,0,경북,구미시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,1077970,1791353,128.36636758,36.11605294
2022,2022-04-17 00:00,야,일,1,0,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,개인형이동장치(PM),913043,1502577,126.56371667,33.51154976
2022,2022-04-17 04:00,야,일,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내,승용차,보행자,1105490,1686608,128.65839691,35.16921599
2022,2022-04-17 05:00,야,일,1,0,0,0,0,대구,달성군,차대차,기타,기타,기타,교차로,교차로부근,승용차,승용차,1085237,1744414,128.44207687,35.69229331
2022,2022-04-17 09:00,주,일,1,0,0,0,0,충남,보령시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,920023,1817536,126.60865876,36.35191627
2022,2022-04-17 12:00,주,일,1,4,3,1,0,충남,논산시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,화물차,959635,1801608,127.05093834,36.21079914
2022,2022-04-17 17:00,주,일,1,0,0,0,0,경북,경주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1162776,1755187,129.30096895,35.77962414
2022,2022-04-17 19:00,야,일,1,0,0,0,0,경기,수원시,차대차,기타,기타,안전거리 미확보,기타,기타,승용차,이륜차,956515,1918400,127.00957727,37.2634856
2022,2022-04-17 19:00,야,일,1,0,0,0,0,경북,안동시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1109419,1839044,128.7224513,36.54287478
2022,2022-04-17 20:00,야,일,1,2,2,0,0,부산,강서구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1121854,1679295,128.83697275,35.10143951
2022,2022-04-17 22:00,야,일,1,0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,958000,1918693,127.02630798,37.26619481
2022,2022-04-18 01:00,야,월,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,기타,기타,기타,화물차,보행자,942580,1950506,126.84993115,37.55210905
2022,2022-04-18 02:00,야,월,1,0,0,0,0,충남,천안시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,970179,1863363,127.16585586,36.76790633
2022,2022-04-18 10:00,주,월,1,0,0,0,0,전북,완주군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,961799,1768852,127.07659754,35.91557202
2022,2022-04-18 13:00,주,월,1,2,2,0,0,경남,합천군,차대사람,길가장자리구역통행중,길가장자리구역통행중,신호위반,교차로,교차로부근,승용차,보행자,1056581,1739277,128.12501814,35.64804059
2022,2022-04-18 19:00,야,월,1,0,0,0,0,경남,함양군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1017269,1739516,127.69077055,35.65166617
2022,2022-04-19 04:00,야,화,1,0,0,0,0,대전,대덕구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,993650,1828004,127.42913997,36.4495923
2022,2022-04-19 07:00,주,화,1,0,0,0,0,전북,남원시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,975363,1704899,127.22888655,35.3393821
2022,2022-04-19 07:00,주,화,1,0,0,0,0,경기,포천시,차대차,기타,기타,신호위반,교차로,교차로내,화물차,자전거,975938,1976240,127.22673117,37.7855327
2022,2022-04-19 09:00,주,화,1,0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,938896,1964348,126.80706948,37.67662769
2022,2022-04-19 10:00,주,화,1,0,0,0,0,경기,의왕시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,건설기계,자전거,954492,1932561,126.98589381,37.39103002
2022,2022-04-19 18:00,야,화,1,0,0,0,0,부산,금정구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1148815,1695391,129.13559314,35.24289864
2022,2022-04-19 18:00,야,화,1,1,0,1,0,전북,정읍시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,승용차,941361,1730672,126.85287468,35.57033819
2022,2022-04-19 21:00,야,화,1,0,0,0,0,충남,천안시,차대사람,기타,기타,기타,교차로,교차로횡단보도내,승용차,보행자,967317,1869884,127.13350778,36.82659585
2022,2022-04-20 02:00,야,수,1,1,1,0,0,경북,포항시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,이륜차,보행자,1166886,1781390,129.35191499,36.0150601
2022,2022-04-20 11:00,주,수,1,0,0,0,0,울산,북구,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1167777,1735913,129.35225327,35.60509193
2022,2022-04-20 14:00,주,수,1,0,0,0,0,경기,양평군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,1008722,1943250,127.59866104,37.48845445
2022,2022-04-20 23:00,야,수,1,0,0,0,0,경기,부천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,939347,1943273,126.8139289,37.48671092
2022,2022-04-20 23:00,야,수,1,0,0,0,0,세종,세종시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,980541,1832124,127.28275287,36.48655834
2022,2022-04-21 07:00,주,목,1,0,0,0,0,경기,안산시,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,화물차,자전거,935352,1922776,126.77053565,37.30169848
2022,2022-04-21 07:00,주,목,1,1,0,1,0,충북,청주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,건설기계,1002015,1859720,127.52256862,36.73553247
2022,2022-04-21 07:00,주,목,1,0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,982953,1961475,127.30674508,37.65260946
2022,2022-04-21 13:00,주,목,1,0,0,0,0,전북,무주군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,1015391,1778215,127.6707702,36.00061385
2022,2022-04-21 13:00,주,목,1,0,0,0,0,경남,산청군,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,1029098,1694611,127.81983796,35.24649654
2022,2022-04-21 21:00,야,목,1,0,0,0,0,부산,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1131940,1691936,128.9496258,35.2141188
2022,2022-04-22 00:00,야,금,1,0,0,0,0,인천,미추홀구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,928112,1937999,126.6873706,37.43837105
2022,2022-04-22 01:00,야,금,1,0,0,0,0,경기,하남시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,특수차,972352,1948511,127.18705688,37.53550181
2022,2022-04-22 10:00,주,금,1,0,0,0,0,전남,고흥군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,965166,1605836,127.12080438,34.44578759
2022,2022-04-22 11:00,주,금,1,0,0,0,0,충남,서산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,특수차,화물차,907035,1873862,126.45711486,36.85844575
2022,2022-04-22 11:00,주,금,1,0,0,0,0,제주,제주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,878334,1486334,126.19227016,33.36169266
2022,2022-04-22 12:00,주,금,1,0,0,0,0,전남,고흥군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,화물차,농기계,981219,1641576,127.29476105,34.76850679
2022,2022-04-22 17:00,주,금,1,0,0,0,0,충북,청주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,998586,1846719,127.48418677,36.61833058
2022,2022-04-22 20:00,야,금,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,945946,1770324,126.90079738,35.92809482
2022,2022-04-22 21:00,야,금,2,1,0,1,0,경남,창원시(통합),차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,1107965,1693945,128.6865318,35.23509761
2022,2022-04-23 09:00,주,토,2,2,2,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,1141142,1750676,129.06089954,35.74231302
2022,2022-04-23 10:00,주,토,1,0,0,0,0,대구,북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,1099407,1765210,128.60124908,35.87843357
2022,2022-04-23 16:00,주,토,1,0,0,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,이륜차,없음,968581,1978780,127.14306991,37.80820241
2022,2022-04-24 03:00,야,일,1,0,0,0,0,서울,노원구,차대사람,횡단중,횡단중,기타,교차로,교차로내,이륜차,보행자,960772,1964119,127.05515087,37.67576029
2022,2022-04-24 03:00,야,일,1,1,0,1,0,서울,노원구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,961010,1960087,127.0580652,37.63942939
2022,2022-04-24 04:00,야,일,1,0,0,0,0,서울,강서구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,940098,1949669,126.8219018,37.54440716
2022,2022-04-24 04:00,야,일,1,0,0,0,0,서울,성북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961504,1956790,127.06383799,37.60973366
2022,2022-04-24 10:00,주,일,1,0,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,자전거,965723,1888092,127.11480943,36.99067297
2022,2022-04-24 12:00,주,일,1,0,0,0,0,경남,창원시(통합),차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,1104082,1694124,128.64388813,35.23712213
2022,2022-04-24 16:00,주,일,1,0,0,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1142235,1736151,129.07041551,35.61124137
2022,2022-04-24 17:00,주,일,1,0,0,0,0,경북,상주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1061513,1825316,128.18619188,36.42340849
2022,2022-04-24 17:00,주,일,1,0,0,0,0,인천,서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,926442,1955300,126.66676254,37.59416828
2022,2022-04-24 19:00,야,일,1,0,0,0,0,충남,공주시,차대차,추돌,추돌,기타,단일로,기타단일로,승용차,농기계,966255,1834685,127.12314954,36.50924878
2022,2022-04-25 01:00,야,월,1,0,0,0,0,경북,구미시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1083537,1791649,128.42824992,36.11825797
2022,2022-04-25 06:00,주,월,1,1,0,1,0,충남,홍성군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,922772,1838905,126.63716242,36.54476625
2022,2022-04-25 10:00,주,월,1,4,0,4,0,충북,충주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1033386,1880695,127.87485112,36.92402625
2022,2022-04-25 13:00,주,월,1,0,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,특수차,화물차,1159977,1714661,129.26198837,35.41485328
2022,2022-04-25 19:00,야,월,1,0,0,0,0,경남,김해시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,이륜차,보행자,1122053,1698580,128.84201147,35.27526363
2022,2022-04-25 22:00,야,월,1,0,0,0,0,경기,고양시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,935822,1965387,126.77212079,37.68578189
2022,2022-04-25 23:00,야,월,1,0,0,0,0,울산,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1166620,1731044,129.3384824,35.56140856
2022,2022-04-26 02:00,야,화,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1171676,1776532,129.40399039,35.97045247
2022,2022-04-26 03:00,야,화,1,0,0,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1150256,1761301,129.16365009,35.83672064
2022,2022-04-26 05:00,야,화,1,0,0,0,0,경기,평택시,차대사람,차도통행중,차도통행중,기타,기타,기타,승용차,보행자,951866,1889453,126.95900877,37.00233367
2022,2022-04-26 16:00,주,화,1,0,0,0,0,경기,고양시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,941254,1962429,126.83396253,37.65948619
2022,2022-04-26 22:00,야,화,1,0,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,중앙선 침범,교차로,교차로부근,이륜차,없음,1082953,1793752,128.42198306,36.13726574
2022,2022-04-27 00:00,야,수,1,0,0,0,0,전북,무주군,차대사람,차도통행중,차도통행중,중앙선 침범,단일로,지하차도(도로)내,승용차,보행자,1018020,1780837,127.69999972,36.02420839
2022,2022-04-27 02:00,야,수,1,1,0,1,0,대구,서구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,1095354,1762816,128.55606978,35.85725582
2022,2022-04-27 03:00,야,수,1,0,0,0,0,경기,안산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,942587,1925566,126.85195182,37.3273208
2022,2022-04-27 03:00,야,수,2,1,0,1,0,인천,미추홀구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,926059,1938521,126.66411317,37.44291391
2022,2022-04-27 12:00,주,수,1,0,0,0,0,경북,영덕군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1160063,1828900,129.28594619,36.44432864
2022,2022-04-27 17:00,주,수,1,1,0,1,0,강원,고성군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,1078936,2056736,128.40534095,38.50783408
2022,2022-04-27 19:00,야,수,1,0,0,0,0,경북,포항시,차량단독,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1172335,1776640,129.41131892,35.97130948
2022,2022-04-27 20:00,야,수,1,0,0,0,0,경북,고령군,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,없음,1074783,1746490,128.32673938,35.71185813
2022,2022-04-27 22:00,야,수,1,1,0,1,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,993267,1853265,127.4246452,36.67731975
2022,2022-04-27 23:00,야,수,1,0,0,0,0,경기,포천시,차대사람,횡단중,횡단중,기타,교차로,교차로횡단보도내,승용차,보행자,972000,1985763,127.18163988,37.87125152
2022,2022-04-28 08:00,주,목,1,0,0,0,0,세종,세종시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,980644,1826273,127.2840491,36.43381258
2022,2022-04-28 11:00,주,목,1,0,0,0,0,서울,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,특수차,보행자,947247,1941000,126.90344717,37.466709
2022,2022-04-28 12:00,주,목,1,0,0,0,0,경북,포항시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,특수차,보행자,1171996,1775617,129.40733924,35.96215106
2022,2022-04-28 15:00,주,목,1,0,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,자전거,화물차,1000411,1844631,127.50459523,36.59950817
2022,2022-04-28 19:00,야,목,1,0,0,0,0,경기,과천시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,955606,1936159,126.99826205,37.4235145
2022,2022-04-28 20:00,야,목,1,0,0,0,0,경기,용인시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,963737,1923873,127.09075762,37.31312727
2022,2022-04-28 20:00,야,목,1,1,0,1,0,전북,고창군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,자전거,보행자,927884,1726582,126.70452185,35.53257371
2022,2022-04-29 04:00,야,금,1,0,0,0,0,인천,부평구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,928114,1947292,126.68648565,37.52212704
2022,2022-04-29 06:00,주,금,1,0,0,0,0,경기,안성시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,977153,1886487,127.24330213,36.97655221
2022,2022-04-29 08:00,주,금,1,0,0,0,0,경남,양산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1138735,1702232,129.02599869,35.3060086
2022,2022-04-29 11:00,주,금,1,0,0,0,0,전남,구례군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,996921,1690415,127.46617187,35.20907868
2022,2022-04-29 12:00,주,금,1,0,0,0,0,충북,청주시,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,996159,1860215,127.45697714,36.73998918
2022,2022-04-29 13:00,주,금,1,0,0,0,0,전북,무주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,없음,1016541,1766950,127.68329517,35.89903006
2022,2022-04-29 16:00,주,금,1,0,0,0,0,경기,안산시,차대차,기타,기타,기타,기타,기타,이륜차,자전거,935253,1926702,126.76907604,37.33707744
2022,2022-04-29 20:00,야,금,1,0,0,0,0,대전,서구,차대사람,기타,기타,기타,단일로,기타단일로,화물차,보행자,990754,1815311,127.39697448,36.33513706
2022,2022-04-29 21:00,야,금,1,0,0,0,0,서울,성동구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,자전거,보행자,960580,1948651,127.0538072,37.53633542
2022,2022-04-29 21:00,야,금,1,0,0,0,0,대구,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1096113,1773931,128.56581754,35.95737805
2022,2022-04-30 04:00,야,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1096778,1690794,128.56323637,35.20783233
2022,2022-04-30 12:00,주,토,1,0,0,0,0,서울,금천구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,건설기계,보행자,946866,1942124,126.89905778,37.47681802
2022,2022-04-30 13:00,주,토,1,1,0,1,0,충남,논산시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,960416,1793839,127.06001852,36.14079069
2022,2022-04-30 20:00,야,토,1,1,0,0,1,전남,무안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,894088,1676938,126.33820872,35.08199274
2022,2022-04-30 22:00,야,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,기타,교차로,교차로부근,승용차,보행자,1096949,1693520,128.56543592,35.23239221
2022,2022-05-01 04:00,야,일,1,0,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,940785,1970873,126.8279589,37.73555966
2022,2022-05-01 08:00,주,일,1,0,0,0,0,제주,제주시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,877405,1478957,126.18328821,33.29506492
2022,2022-05-01 18:00,야,일,1,0,0,0,0,경기,파주시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,932609,1970638,126.735197,37.73287621
2022,2022-05-01 21:00,야,일,1,0,0,0,0,전남,진도군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,893982,1604629,126.34615198,34.43004689
2022,2022-05-02 08:00,주,월,1,2,0,0,2,경기,용인시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,970758,1920644,127.17011819,37.28426912
2022,2022-05-02 08:00,주,월,1,0,0,0,0,경기,화성시,차대차,기타,기타,신호위반,교차로,교차로내,승용차,자전거,944240,1907495,126.87196219,37.16453836
2022,2022-05-02 13:00,주,월,1,0,0,0,0,서울,마포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,951085,1949763,126.94626385,37.54590311
2022,2022-05-02 14:00,주,월,1,0,0,0,0,대전,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,특수차,보행자,994738,1812845,127.44138367,36.31293499
2022,2022-05-02 15:00,주,월,1,1,0,1,0,전남,화순군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960215,1663625,127.0641857,34.9667277
2022,2022-05-02 17:00,주,월,1,0,0,0,0,경기,여주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1002118,1936410,127.52393863,37.4268393
2022,2022-05-02 21:00,야,월,1,1,0,1,0,경북,성주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1067431,1769590,128.24741766,35.92064595
2022,2022-05-03 04:00,야,화,1,0,0,0,0,대전,대덕구,차대사람,기타,기타,기타,교차로,교차로부근,화물차,보행자,992597,1816636,127.41749788,36.34709843
